id,Price,Address,zip,status,mls,Subdivision,Year Built,Bedrooms,Bathrooms,Approx SQFT,CrimeRate
236,450000,5234 W RIVIERA DR,85304,Active,6394631,MARLBOROUGH COUNTRY,1979,3,2,1649,0.2
237,350000,2706 W Lawrence LN,85051,Active,6383798,ALTA VISTA 8,1954,5,2,1924,4.3
238,610000,3218 E CAPTAIN DREYFUS AVE,85032,Active,6371237,CHOLLA PARK 2,1965,6,4,2200,3.2
239,475000,3726 W CROCUS DR,85053,Active,6393867,THUNDERBIRD VILLAGE UNIT 2,1973,3,2,1619,1.5
240,799950,3013 N 27TH ST,85016,Active,6393406,PHOENIX HOMESTEADS TRACT LOTS 1-40,1959,3,2,2407,3.2
241,340000,2527 N 49TH AVE,85035,Active,6390841,BRAEWOOD ESTATES NO. 3,1973,4,2,1330,3.3
242,335000,3318 W SELLS DR,85017,Active,6388293,LYNNHAVEN PLAT 2,1954,3,1.75,1404,4.1
243,515000,4225 W BEAUTIFUL LN,85339,Active,6394594,ARTESA,2014,4,2.5,2522,2.0
244,475000,5025 W DESERT COVE AVE,85304,UCB (Under Contract-Backups),6390038,GREENBRIER UNIT 3,1974,3,2,1772,0.2
245,475000,11424 N 37TH AVE,85029,Active,6386588,KNOELL NORTH 5,1971,3,2,1590,3.3
246,799900,3115 E YUCCA ST,85028,Active,6394585,MELROSE PARADISE 1,1960,4,3,2053,0.6
247,355000,3834 W POLK ST,85009,Active,6388796,"REYNOLDS PARK 4 TO 7, A, B, C",1956,3,2,1476,4.0
248,415000,2232 W STATE AVE,85021,Active,6386066,NEW CASTLE HOMES 2A,1957,3,2,1694,2.8
249,429000,948 W 16TH ST,85281,Active,6394360,MARILYN ANN UNIT 2,1962,3,2,1280,0.0
250,435000,3911 W Desert Cove AVE,85029,Active,6394570,Marlborough Country Metro Unit 1,1978,3,2,1338,3.3
251,300000,3540 W CORONADO RD,85009,Active,6394550,MCDOWELL HOMESITES,1946,2,1,712,4.0
252,974900,3428 E CAMPBELL AVE,85018,Active,6370621,CASA MARBELLA AMD,1969,3,2,2038,2.2
253,385000,6131 N 36TH DR,85019,Active,6393206,BETHANY ROSE VILLA,1952,4,2,1781,2.5
254,440000,5734 W COOLIDGE ST,85031,Active,6382909,MARYVALE TERRACE 14A,1957,3,1.75,2106,2.4
255,395999,6914 W SIERRA VISTA DR,85303,Active,6380956,BRIGHTON MANOR,1986,3,2,1434,0.0
256,925000,309 E HAYWARD AVE,85020,Active,6387570,PALM HEIGHTS 3,1950,4,4,2290,2.1
257,505000,2441 E ALTA VISTA RD,85042,Active,6388367,ARBORS,2019,3,2,1741,2.9
258,340000,4545 N 67TH AVE 1205,85033,Active,6394497,VILLAGE AT WEST MEADOW 1 REPLAT,2000,2,2,919,3.0
259,411000,4050 W GOLDEN LN,85051,Active,6394491,NEWCASTLE HOMES 5,1962,4,2,1530,4.3
260,525000,5133 W HEARN RD,85306,Active,6387003,DEERVIEW UNIT 15,1972,4,3,2332,0.3
261,369900,7913 W TUCKEY LN,85303,Active,6385023,CHAPARRAL COUNTRY AMD,1986,3,2,1242,0.0
262,379000,7332 W WELDON AVE,85033,Active,6382152,COLLEGE PARK 21,1981,4,2,1552,3.0
263,698900,3030 E CHERYL DR,85028,Active,6387000,RAMSES 1,1971,3,2.5,2093,0.6
264,485000,315 W KELTON LN,85023,Active,6378688,MOONLIGHT GLEN 2,1995,3,2,1370,3.4
265,399800,4952 W PIERSON ST,85031,Active,6384240,MARYVALE TERRACE 2B LOTS 787-951,1955,3,2,1336,2.4
266,445000,3730 W MERCER LN,85029,Active,6334932,SUNSET NORTH,1970,4,2,2485,3.3
267,985000,3526 E HAZELWOOD ST,85018,Active,6389430,CHESTLEY TERRACE,1952,5,2,2548,2.2
268,755000,4840 E BLANCHE DR,85254,Active,6388207,LIBERTY SQUARE 2,1984,3,2,1716,1.1
269,689000,5807 N 18TH ST,85016,Active,6354954,Wrigley Terrace Beverly Park,1953,3,2,1670,3.2
270,729000,13823 N 19TH ST,85022,Active,6394410,CAVE CREEK UNIT 3,1987,4,3,2527,2.6
271,375000,2816 W MARSHALL AVE,85017,Active,6389562,MARYVALE PARK 2,1953,3,1.5,1689,4.1
272,440000,5225 W ODEUM LN,85043,UCB (Under Contract-Backups),6389976,RIVERBEND 1 UNIT A,2007,4,2,1949,3.2
273,375000,2006 W MONTE VISTA RD,85009,Active,6394389,VENICE,1941,3,1,1190,4.0
274,879000,5618 E EDGEMONT AVE,85257,Active,6376441,FAIRWAY PARK,1956,3,2,2090,#N/A
275,375000,3531 W PIERSON ST,85019,Active,6394355,WINTON HTS,1956,4,2,1662,2.5
276,430000,2232 W SAN MIGUEL AVE,85015,UCB (Under Contract-Backups),6370055,BETHANY VILLA 1,1954,3,2,1500,5.5
277,699900,128 W ALMERIA RD,85003,UCB (Under Contract-Backups),6375082,NORTH CHELSEA,1926,2,2,1383,1.1
278,735000,7846 E BELLEVIEW ST,85257,Active,6384842,MCDOWELL PARKWAY,1958,3,2,1589,#N/A
279,455000,120 W HELENA DR,85023,Active,6379651,BELLVUE,1995,3,2,1312,3.4
280,895000,1129 W ORANGEWOOD AVE,85021,Active,6387488,MEADOWLARK PALMS LOT 1-56,1963,4,3,2220,2.8
281,575000,1510 W YUCCA ST,85029,Active,6392657,Saddle Rock Hills,1952,3,2,1942,3.3
282,355000,5102 W AVALON DR,85031,Active,6387917,MARYVALE TERRACE 19 LTS 6441-6445 & TR A,1956,4,2,1695,2.4
283,989000,1111 W BETHANY HOME RD,85013,Active,6386825,SUNVIEW ESTATES 2,1949,4,3.5,2200,2.0
284,849900,3302 E VOGEL AVE,85028,Active,6391151,SIERRA BONITA,1974,5,3,2744,0.6
285,749800,2216 E Sahuaro DR,85028,Active,6390726,DESERT VISTA UNIT 5 AMD,2004,3,2,2136,0.6
286,315000,4131 N 30TH AVE,85017,Active,6393555,MISSION MANOR 2,1951,2,1,852,4.1
287,425000,3619 W GELDING DR,85053,Active,6393535,DEERVIEW UNIT 8,1971,3,2,1448,1.5
288,838000,526 N 74TH ST,85257,Active,6393006,NEW PAPAGO PARKWAY 13 LOTS 779-912 & TR J,2020,4,2,2089,#N/A
289,499000,2339 E MONTECITO AVE,85016,Active,6389556,CAVALIER VILLA 1,1953,3,2,1272,3.2
290,695000,2917 N 8TH AVE,85013,Active,6393374,COLLEGE ADDITION,1941,3,3,1708,2.0
291,360000,6813 N 36TH DR,85019,Active,6392786,WEST PLAZA 9 LOT 1249-1410,1959,3,2,1290,2.5
292,459900,3861 W CARIBBEAN LN,85053,Active,6393266,VALLEY VILLA,1972,4,3,1652,1.5
293,925000,4308 E PINCHOT AVE,85018,Active,6393185,RANCHO VENTURA TR 16,1953,4,2.75,2415,2.2
294,549999,3541 E CHEERY LYNN RD,85018,Active,6388906,PARK VISTA,1950,3,2,1370,2.2
295,239000,17227 N 16TH DR 12,85023,Active,6391839,PERSIAN GARDENS AMD,1982,2,2,980,3.4
296,529900,3456 E LUDLOW DR,85032,Active,6394294,PARADISE VALLEY OASIS NO 2-A EAST,1969,3,2,1240,3.2
297,520000,3236 W SAINT ANNE AVE,85041,UCB (Under Contract-Backups),6390695,SOUTHERN VIEWS,2005,5,2.5,3237,4.5
298,675000,407 E SUSAN LN,85281,Active,6393155,MARLBOROUGH PARK ESTATES,1982,3,2.5,2107,0.0
299,750000,6725 E CORONADO RD,85257,Active,6380955,VILLAGE GROVE 2,1957,3,2,1853,#N/A
300,349900,3129 W PIERCE ST,85009,Active,6383845,WESTMANOR HOMES LOTS 1-154,1947,3,2,1240,4.0
301,439999,1805 E BRILL ST,85006,Active,6393444,BRENTWOOD BLKS 2 THROUGH 5 AND 9 THROUGH 12,1944,3,2,1672,1.9
302,499997,7015 S 45TH AVE,85339,Active,6385271,ROGERS RANCH UNIT 4,2005,5,2.5,2236,2.0
303,720000,1819 E MINNEZONA AVE,85016,Active,6394258,HIGHLAND ESTATES,1955,4,2,2514,3.2
304,499000,2014 N 16th AVE,85007,Active,6389816,FAIRVIEW PLACE,1931,3,1,716,1.6
305,965000,2858 E BERYL AVE,85028,Active,6362011,PARADISE VIEW 1,1964,5,3.5,2694,0.6
306,334500,6 S 30TH DR,85009,UCB (Under Contract-Backups),6393571,WESTLAND HOMESITES,1948,3,2,2461,4.0
307,649500,7629 E VERDE LN,85251,Active,6378601,CAVALIER VISTA 1,1957,4,2,1410,0.0
308,385000,4840 W MULBERRY DR,85031,Active,6394240,"MARYVALE TERRACE 12 LTS 5002-5014, TR B",1958,5,2,1977,2.4
309,435000,14248 N 35TH ST,85032,Active,6394234,PARADISE VALLEY OASIS NO. 10,1979,3,2,1364,3.2
310,569900,13250 N 11TH AVE,85029,Active,6394233,MOONRIDGE ESTATES,1972,3,2,1610,3.3
311,895000,3232 W NORTHVIEW AVE,85051,Active,6391217,"NORTHVIEW ACRES 2 31-50, 71-90, 122-156",2002,5,3.5,3029,4.3
312,690000,13847 N CANTERBURY DR,85023,Active,6394207,MOON VALLEY 2,1971,4,2,2182,3.4
313,474999,1918 W GRANADA RD,85009,UCB (Under Contract-Backups),6388388,VILLA VERDE PLAT A BLOCKS 1 & 2,1928,3,1.5,1178,4.0
314,369900,9626 N 1ST ST,85020,Active,6380906,UPSHAW DESERT HEIGHTS,1948,2,1,841,2.1
315,325000,2701 W GRISWOLD RD,85051,UCB (Under Contract-Backups),6393179,ALTA VISTA 1,1953,3,1,1454,4.3
316,910000,6719 E LEWIS AVE,85257,UCB (Under Contract-Backups),6389433,OAK PARK 2,1956,4,3,2115,#N/A
317,434900,2938 W SAN JUAN AVE,85017,Active,6394150,"MARYVALE PARK 2 AMD LOTS 243-415, & TR C",1952,4,2,1977,4.1
318,499000,13416 N 30TH ST,85032,Active,6394148,VIEW PARADISE,1979,3,2,1498,3.2
319,405000,3131 W MARYLAND AVE,85017,UCB (Under Contract-Backups),6385749,WEST PLAZA 6 LOT 614-787,1958,3,1.75,1636,4.1
320,394900,5840 W HIGHLAND AVE,85031,Active,6348236,MARYVALE TERRACE 16 AMD LOTS 3150-3276,1957,5,2,1758,2.4
321,525000,6116 S 33RD DR,85041,Active,6378025,SOUTHERN VIEWS,2005,4,3.5,3770,4.5
322,405000,1234 E BARBARA DR,85281,UCB (Under Contract-Backups),6384156,MY-O-MY ESTATES 2,1970,3,2,1433,0.0
323,490000,1650 E JUNIPER AVE,85022,Active,6362273,NORTHERN HILLS AMD,1960,4,2,1526,2.6
324,369900,6407 W ENCANTO BLVD,85035,UCB (Under Contract-Backups),6392152,MARYVALE TERRACE NO. 44 AMD,1972,4,2,1280,3.3
325,529900,2535 W BEVERLY RD,85041,Active,6354641,SILVA MOUNTAIN UNIT 1,2009,4,3,2326,4.5
326,475000,2824 W HUNTINGTON DR,85041,Active,6394107,BARCELONA,2017,4,2,2226,4.5
327,320000,7005 W ROOSEVELT ST,85043,UCB (Under Contract-Backups),6392486,WESTRIDGE PARK UNIT 2,1982,4,1,1008,3.2
328,425000,3701 W EVANS DR,85053,Active,6394102,THUNDERBIRD VILLAGE 3,1974,4,2,1504,1.5
329,491000,5729 N 71ST DR,85303,Active,6394100,BETHANY RANCH,2019,3,2,1895,0.0
330,440000,2917 W CYPRESS ST,85009,Active,6371247,FRANKLIN VILLAGE PLAT B,2019,4,3,1942,4.0
331,440000,7245 W SUNNYSLOPE LN,85345,Active,6394092,PARK VIEW WEST UNIT 4,1989,3,2,1287,0.0
332,397900,3016 N 61ST AVE,85033,Active,6394090,"MARYVALE TERRACE 24 9306-9390, TR A",1960,4,2,1658,3.0
333,404000,3140 W DIANA AVE,85051,Active,6362518,SUNSET VILLAGE,1971,3,2,1308,4.3
334,475000,1411 E FREMONT RD,85042,Active,6374013,SOUTH POINT,1987,5,2,1927,2.9
335,550000,3428 E ACOMA DR,85032,Active,6391737,PARADISE VALLEY OASIS NO. 10,1978,3,2,1720,3.2
336,325000,2708 E ROOSEVELT ST,85008,UCB (Under Contract-Backups),6370565,DEL REY LOTS 21-58 & LOT 99,1937,4,1.5,1706,4.5
337,520000,3858 E DAHLIA DR,85032,Active,6394009,PLEASANT VALLEY ESTATES 2,1978,3,2,1593,3.2
338,450000,2107 W SAN JUAN AVE,85015,UCB (Under Contract-Backups),6390460,BETHANY VILLA 1,1953,4,3,2096,5.5
339,439000,2437 E MARMORA ST,85032,UCB (Under Contract-Backups),6391385,CACTUS GARDENS 5,1969,3,2,1414,3.2
340,450000,2049 W JOAN DE ARC AVE,85029,Active,6386851,MOON VALLEY GARDENS LOTS 377-392 & TR A,1961,5,2,1750,3.3
341,417000,140 E DANBURY RD,85022,Active,6394000,CENTRAL PLACE NORTH,1984,2,2,1240,2.6
342,374999,2801 W RUTH AVE,85051,UCB (Under Contract-Backups),6388633,ALTA VISTA 5,1954,3,2,1176,4.3
343,430000,3735 W KARIBA DR,85051,UCB (Under Contract-Backups),6382336,MELROSE GARDENS NW UNIT 6 AMD,1971,3,2,1932,4.3
344,345000,1343 N 36TH DR,85009,UCB (Under Contract-Backups),6382258,WEST VIEW MANOR,1955,3,2,1368,4.0
345,309000,13658 N 20TH LN,85029,Active,6393973,Moon Valley Gardens 9,1974,3,2,1209,3.3
346,390000,1737 W PECAN RD,85041,UCB (Under Contract-Backups),6387156,VISTA GRANDE,1970,6,3,1932,4.5
347,445000,2230 N 78TH AVE,85035,Active,6393963,VINSANTO,2014,3,2,1656,3.3
348,350000,7412 S 37TH GLN,85041,Active,6357681,TRAILS AT AMBER RIDGE,2004,2,1,950,4.5
349,525000,7650 N 46TH DR,85301,UCB (Under Contract-Backups),6384529,GOLDEN PALMS ESTATES UNIT 3,1970,4,2,2878,0.0
350,380000,2939 E virginia AVE,85008,Active,6384386,EAST THOMAS ROAD TRACT 2,1947,2,1,1033,4.5
351,375000,6632 W JOHNSON ST,85043,Active,6358235,NORTHGLEN,2005,3,2.5,1609,3.2
352,575000,1733 W Pierson ST,85015,Active,6376322,Elm Acres,1989,3,2,1485,5.5
353,468000,3435 W SAINT KATERI DR,85041,UCB (Under Contract-Backups),6385538,SOUTHERN VIEWS,2017,4,3,2357,4.5
354,470000,4323 N 17TH AVE,85015,Active,6346268,BEL AIR BLK 10_& 11,1948,4,2,1626,5.5
355,445000,2805 W AUGUSTA AVE,85051,Active,6391962,BEVERLY ACRES,1975,4,2,1560,4.3
356,775000,5302 E THOMAS RD,85018,Active,6393919,SHERWOOD TOWNE TRACT A,1954,4,2,1554,2.2
357,345000,3348 W MORELAND ST,85009,Active,6393913,WESTCROFT PLACE PLAT 2,1951,3,2,1134,4.0
358,429500,6510 W POMO ST,85043,UCB (Under Contract-Backups),6386809,CYPRESS LANDING,2002,3,2,1587,3.2
359,374999,2337 W LUPINE AVE,85029,Active,6393449,VALLEY VISTA 3,1964,3,2,1285,3.3
360,490000,3712 W ALTADENA AVE,85029,Active,6393899,KNOELL NORTH UNIT 5,1971,3,2,1590,3.3
361,299000,1806 N 37TH DR,85009,Active,6379579,PALOMAR HOMES,1948,2,1,713,4.0
362,385000,7742 W NICOLET AVE,85303,Active,6393891,ORANGEWOOD ESTATES,2003,3,2,1546,0.0
363,900000,4401 N 19TH PL,85016,UCB (Under Contract-Backups),6391916,PETERS VIEW TRACT 2,1947,4,3.5,2556,3.2
364,462000,16421 N 34TH AVE,85053,Active,6391375,RANCHO ENCANTO UNIT 1,1978,3,2,1752,1.5
365,339900,2431 E PORTLAND ST,85008,Active,6384976,ELSINORE,1950,2,2,740,4.5
366,435000,7134 N 23RD DR,85021,Active,6391323,WEST HAVEN ADD.,1947,4,2,1719,2.8
367,720000,2520 E COOLIDGE ST,85016,UCB (Under Contract-Backups),6390328,CAVALIER CAMPUS,1955,3,2,1436,3.2
368,415000,1328 E CHRISTY DR,85020,Active,6371942,PALO VERDE HILLS,1961,3,2,1120,2.1
369,530000,3971 N 14TH PL,85014,Active,6392738,CLEVELAND SUB,1997,4,2,1578,1.9
370,750000,3102 N 35TH ST,85018,Active,6393850,PARK VISTA,1950,4,2,1688,2.2
371,650000,1115 E MCKINLEY ST,85006,Active,6393840,HOOPERS,1926,4,2,1840,1.9
372,355000,5825 S 17TH ST,85040,Active,6393839,"SOUTHERN VILLAGE LOTS 122-154, 181-201",1954,3,1,1040,2.8
373,460000,4601 W GOLDEN LN,85302,CCBS (Contract Contingent on Buyer Sale),6377804,Manzanita Manor 2,1979,4,2,2040,0.0
374,550000,2917 E OSBORN RD,85016,Active,6386975,MOUNTAIN VIEW PARK PLAT 2 BLKS 3-7,1972,5,3,2343,3.2
375,750000,4809 N 30TH PL,85016,UCB (Under Contract-Backups),6382427,BRENTWOOD ESTATES,1956,3,2,1412,3.2
376,345000,3601 W ENCANTO BLVD,85009,Active,6390848,ENCANTO NORTH,1958,4,2,1225,4.0
377,615000,3308 N 6TH AVE,85013,Active,6393806,PARK CENTRAL UNIT 1,1955,3,2,1414,2.0
378,455000,4845 W LAS PALMARITAS DR,85302,UCB (Under Contract-Backups),6391360,NORTHERN PALMS UNIT THREE,1974,4,1.75,2052,0.0
379,435000,3808 W ALICE AVE,85051,Active,6378553,WISHING WELL VILLAGE 3,1968,4,2,2088,4.3
380,450000,6906 S 14TH DR,85041,Active,6393779,MOUNTAIN VISTAS,2003,3,2,1317,4.5
381,365000,5608 W Gardenia AVE,85301,Active,6390129,CATLIN COURT,1991,3,1,1012,0.0
382,650000,1843 E TURNEY AVE,85016,Active,6393768,PETERS VIEW TRACT 2,1948,3,2,1722,3.2
383,399900,7912 W FLOWER ST,85033,Active,6393757,MARYVALE TERRACE 30 TR A,1963,3,2,2064,3.0
384,320000,3634 W CORONA AVE,85041,UCB (Under Contract-Backups),6347511,"INDEPENDENCE PARK 5 LOTS 184-217,219-222,224-232",1960,3,1,1150,4.5
385,440000,4018 W FREMONT RD,85041,UCB (Under Contract-Backups),6390288,ARLINGTON ESTATES PHASE 1,2002,4,2.5,1830,4.5
386,917700,1423 E TOWN AND COUNTRY LN,85014,Active,6368608,TOWN AND COUNTRY PLACE,2022,4,3,2322,1.9
387,277700,5009 W CAVALIER DR,85301,Active,6392314,GENEVIEVE PLACE,1951,3,2,968,0.0
388,325000,2917 W DUNLAP AVE,85051,UCB (Under Contract-Backups),6390457,ALTA VISTA 7,1955,3,2,1456,4.3
389,850000,5812 N 14TH AVE,85013,CCBS (Contract Contingent on Buyer Sale),6389845,SUNVIEW ESTATES 2,1951,4,2,1874,2.0
390,550000,202 E PIERCE ST,85281,Active,6392776,PAPAGO PARKWAY 6,1960,5,1.75,2283,0.0
391,870000,7761 E ROVEY AVE,85250,Active,6393690,CASA DEL MAR,1980,3,2,1689,#N/A
392,399997,6121 N 36TH DR,85019,Active,6357999,BETHANY ROSE VILLA,1962,4,3,2127,2.5
393,349999,6805 W MARIPOSA ST,85033,Active,6393660,MARYVALE TERRACE 26 AMD LOTS 10369-10434 & TR A,1960,3,1.5,1020,3.0
394,775000,15227 N 6TH ST,85022,Active,6393656,CAMINO VERDE,1977,4,2,2354,2.6
395,949900,7708 E 3RD ST,85251,Active,6391721,PEACEFUL VALLEY 2,1957,3,2,1586,0.0
396,475000,6602 S 18TH LN,85041,Active,6391530,VINEYARD PARK,2002,4,2,1769,4.5
397,395000,6316 W CAVALIER DR,85301,Active,6393573,MARYVALE TERRACE 21 LTS 7803-7913 & TR A,1960,5,2,1760,0.0
398,599000,2012 W Clarendon AVE,85015,Active,6389832,WESTWOOD ESTATES PLAT 5,1952,3,2,936,5.5
399,379000,7716 W SAN JUAN AVE,85303,Active,6392417,WEST PLAZA 29 & 30 LOTS 263-343 AND TRACTS A-C,1990,3,2,1797,0.0
400,419900,2507 E VERDE LN,85016,Active,6391986,BILTMORE MANOR,1948,3,1,1218,3.2
401,425000,7114 N 72ND AVE,85303,Active,6393642,PARADISE VIEWS 2,2002,4,2,1729,0.0
402,429900,3634 W DENTON LN,85019,UCB (Under Contract-Backups),6359250,CEDAR CREST,1965,4,2,1742,2.5
403,319000,4727 N 50th AVE,85031,UCB (Under Contract-Backups),6387466,MARYVALE TERRACE,1956,3,1.75,1135,2.4
404,415000,2462 E MARGUERITE AVE,85040,UCB (Under Contract-Backups),6390627,BROADWAY ESTATES LOTS 137-158,2018,3,2,1596,2.8
405,395000,5009 S 24TH AVE,85041,UCB (Under Contract-Backups),6391213,WESTON PARK,2005,3,2,1900,4.5
406,575000,11404 N 50TH LN,85304,Active,6392979,ARTISAN AT CHOLLA,2017,3,2,1851,0.2
407,499900,2027 N 38TH PL,85008,UCB (Under Contract-Backups),6386141,PAPAGO VISTA AMD,1952,3,1.75,1569,4.5
408,699000,13264 N 15TH DR,85029,Active,6389076,MOON VALLEY GARDENS 3,1970,4,2,2428,3.3
409,775000,3751 E CLARENDON AVE,85018,Active,6388092,Suncrest Estates,1952,3,2,2120,2.2
410,525000,1708 S 5TH ST,85004,Active,6376516,COPE ADD BLKS 1-6,2020,3,2.5,2290,1.2
411,470000,4102 S 56TH AVE,85043,Active,6379295,RIVER BEND 2,2006,4,3,2405,3.2
412,370000,7020 W CATALINA DR,85033,UCB (Under Contract-Backups),6364987,MARYVALE TERRACE NO. 49,1982,3,2,1565,3.0
413,449900,2850 E PERSHING AVE,85032,UCB (Under Contract-Backups),6385334,CLEARVIEW 7A,1973,3,2,1066,3.2
414,377000,3938 W Mclellan BLVD,85019,UCB (Under Contract-Backups),6388600,West Plaza 12,1960,3,1.75,1276,2.5
415,415000,8503 W PIERSON ST,85037,Active,6388136,HORIZONS ON CAMELBACK UNIT 2,1996,4,2,1462,1.9
416,524900,10625 N 11TH PL,85020,Active,6376138,POINTE TAPATIO 3,1983,2,2,1602,2.1
417,239000,3714 E Polk ST,85008,Active,6369143,Gateway Park,1940,3,1,1336,4.5
418,750000,4307 E MONTECITO AVE,85018,UCB (Under Contract-Backups),6391105,ORANGE GROVE HEIGHTS,1955,3,2,1452,2.2
419,410000,4771 N 65TH DR,85033,Active,6370405,PARKSIDE UNIT 3,1974,4,2,1994,3.0
420,469000,2044 W MINNEZONA AVE,85015,Active,6393467,MELROSE ESTATES,1955,3,2,1619,5.5
421,405000,3635 N 57TH AVE,85031,Active,6375783,MARYVALE TERRACE 3 TR A,1956,4,2,1386,2.4
422,395000,5443 W WOLF ST,85031,Active,6340074,MARYVALE TERRACE 9 LOTS 3519-3628,1957,4,2,1704,2.4
423,438000,1102 E ORCHID LN,85020,Active,6330742,NEW NORTHTOWN,1958,3,2,1092,2.1
424,380000,2309 W SHAW BUTTE DR,85029,Active,6376919,VALLEY VISTA UNIT 4A,1967,3,2,1334,3.3
425,430000,7104 S 31ST DR,85041,UCB (Under Contract-Backups),6391149,LAVEEN VILLAGE AMD,2003,3,2,1759,4.5
426,499900,8228 N 9TH ST,85020,Active,6393421,SKYLINE VISTA,1954,3,2,1680,2.1
427,858900,8437 E BONNIE ROSE AVE,85250,UCB (Under Contract-Backups),6389914,PARK SCOTTSDALE 1-A,1964,4,2,2209,#N/A
428,610000,3801 N 19TH ST,85016,Active,6390377,PATTERSON PLACE,1947,4,2,1508,3.2
429,599000,10257 N 53RD AVE,85302,CCBS (Contract Contingent on Buyer Sale),6384363,unknown,1985,4,3,2828,0.0
430,449000,6507 W CROWN KING RD,85043,Active,6393370,MEADOWS,2000,3,2,1621,3.2
431,420000,4721 W STATE AVE,85301,UCB (Under Contract-Backups),6387380,WEST PLAZA 27,1971,4,2,1964,0.0
432,379000,1801 W HIDALGO AVE,85041,Active,6393356,VISTA GRANDE,1970,3,2,1300,4.5
433,699000,13619 N 29th PL,85032,UCB (Under Contract-Backups),6387840,View Paradise,1974,4,3,2150,3.2
434,380000,7010 W PURDUE AVE,85345,UCB (Under Contract-Backups),6391008,PARKVIEW WEST UNIT 7,1984,3,1.75,1288,0.0
435,410000,9807 N 50TH DR,85302,Active,6389372,GREENBRIER UNIT 5 LOT 291-371,1977,3,2,1884,0.0
436,412000,4617 E HOLLY ST,85008,UCB (Under Contract-Backups),6385994,BAR C RANCH,1955,2,1,1014.5,4.5
437,725000,1022 E HARMONT DR,85020,Active,6393281,EL DOMINGO RANCHOS PLAT OF CORR.,1958,3,2,2030,2.1
438,355000,5432 W CHEERY LYNN RD,85031,Active,6393024,MARYVALE TERRACE 19 LTS 6441-6445 & TR A,1959,3,2,1320,2.4
439,715000,4201 W ACOMA DR,85053,Active,6381290,GLENAIRE UNIT 4,1974,4,2,2725,1.5
440,419800,6720 N 81ST AVE,85303,UCB (Under Contract-Backups),6364985,CHAPARRAL COUNTRY AMD,1986,3,2,1473,0.0
441,250000,1629 W TAYLOR ST,85007,Active,6393312,EAST OAKLAND,1936,2,1,944,1.6
442,350000,2149 E CORONA AVE,85040,UCB (Under Contract-Backups),6391258,EAST BROADWAY ADD,1950,4,2,2013,2.8
443,379999,3614 W MARYLAND AVE,85019,Active,6327338,WEST PLAZA 9 LOT 1249-1410,1959,4,2,1710,2.5
444,650000,449 W CHEERY LYNN RD,85013,Active,6384572,PARK CENTRAL UNIT 1,1954,4,3,2034,2.0
445,455000,2825 E PUEBLO AVE,85040,Active,6388683,"CAREFREE HOMES BLK 2, 3",2021,5,2,1996,2.8
446,999900,3217 E FLOWER ST,85018,Active,6362310,VALENCIA ACRES,1962,4,3.5,2318,2.2
447,381000,6635 W CLEVELAND ST,85043,Active,6369699,NORTHGLEN,2004,4,4,1598,3.2
448,599000,930 E TAYLOR ST,85006,Active,6393283,"MT PLEASANT TRACT BLOCKS 1, 6",1935,3,2,1051,1.9
449,450000,3635 E BEVERLY LN,85032,UCB (Under Contract-Backups),6390669,MONTCLAIR TERRACE 2,1974,3,2,1322,3.2
450,579999,13432 N 20th ST,85022,UCB (Under Contract-Backups),6389839,Montclair Hills,1978,4,2.5,2460,2.6
451,519000,1238 E VIRGINIA AVE,85006,UCB (Under Contract-Backups),6384020,South Country Club Manor,1950,4,2,1398,1.9
452,619000,1209 E EDGEMONT AVE,85006,UCB (Under Contract-Backups),6384015,SOUTH COUNTRY CLUB MANOR,1945,4,2,1987,1.9
453,374995,5015 W Vernon AVE,85035,UCB (Under Contract-Backups),6387437,BRAEWOOD ESTATES NO. 4 AMD,1975,4,2,1750,3.3
454,799999,516 W Vermont AVE,85013,Active,6384951,Orangewood Estates,1947,3,3,2000,2.0
455,369900,3614 W PORTLAND ST,85009,UCB (Under Contract-Backups),6392855,WEST PHOENIX NO 4,1955,3,2,1216,4.0
456,390000,5307 W CAMELBACK RD,85031,UCB (Under Contract-Backups),6373624,MARYVALE TERRACE 9 LOTS 3519-3628,1957,4,2,1940,2.4
457,475000,3149 E CORRINE DR,85032,Active,6377407,PARADISE VALLEY WEST NO 2 AMD,1971,4,2,1653,3.2
458,675000,6812 E EDGEMONT AVE,85257,Active,6387013,INMAR TERRACE,1955,3,2,1594,#N/A
459,499900,2926 W KOWALSKY LN,85041,Active,6393222,BARCELONA,2017,4,2,1916,4.5
460,479500,2716 E BRANHAM LN,85042,UCB (Under Contract-Backups),6389439,GROVES AT SOUTH MOUNTAIN,1999,3,2,1528,2.9
461,549000,1725 E CATALINA DR,85016,UCB (Under Contract-Backups),6384467,GARDENDALE ADD.,1949,3,2,2273,3.2
462,409000,3525 W DIANA AVE,85051,Active,6388746,SUNSET GARDENS,1964,4,2,1722,4.3
463,375000,4237 N 31ST DR,85017,UCB (Under Contract-Backups),6381608,JUNE GARDENS,1958,3,1.75,2028,4.1
464,498000,6231 S 19TH DR,85041,Active,6391116,SOUTHERN PARK,2005,3,2,1651,4.5
465,535000,6410 S 50TH DR,85339,Active,6390638,ROGERS RANCH UNIT 5,2014,4,2.5,2992,2.0
466,450000,7518 S 43RD DR,85339,Active,6385407,COUNTRY GLEN,2003,4,2.5,2099,2.0
