ID,Price,Address,zip,status,Subdivision,Year Built,Bedrooms,Bathrooms,Approx SQFT
546,375000,4901 W SIERRA VISTA DR,85301,Closed,BRAE VIEW,1960,3,2,1197
547,363000,4849 S 5TH AVE,85041,Closed,TIERRA VISTA,2014,3,2.5,1293
548,315000,3948 W MARICOPA ST,85009,Closed,HOMEDALE 13 TO 18,1946,4,2,1085
549,387000,2211 N 50TH AVE,85035,Closed,WEDGEWOOD PARK 2,1962,5,3,1878
550,480000,7634 S 41 PL,85042,Closed,HANCOCK PARK,1985,3,2,1984
551,405000,2926 N 52ND DR,85031,Closed,MARYVALE TERRACE 19 LTS 6441-6445 & TR A,1959,3,2,1320
552,430000,1801 E SAINT ANNE AVE,85042,Closed,AMBERFIELD UNIT 1,1984,3,2,1814
553,609000,13637 N 35TH ST,85032,Closed,PARADISE VALLEY OASIS NO 2-A EAST,1970,4,2,1770
554,825000,2809 N 81st WAY,85257,Closed,VILLAGE GROVE 12,1960,4,2,1850
555,749000,2214 W SAMANTHA WAY,85041,Closed,SILVA MOUNTAIN UNIT 3 PARCEL 9,2020,4,3,2496
556,493000,7645 N 18TH AVE,85021,Closed,BRISTOL COURT,1966,4,2,1349
557,426500,1014 W ANGELA DR,85023,Closed,DEER VALLEY ESTATES UNIT 2,1976,3,2,1010
558,915000,2520 N 69TH PL,85257,Closed,MELROSE VILLAGE,1959,4,2,2385
559,436000,916 E RUTH AVE,85020,Closed,SKYLINE VISTA 5,1957,3,2,1332
560,390000,8807 N 39TH DR,85051,Closed,NEWCASTLE HOMES 4,1962,4,2,1627
561,455000,3502 E CORONADO RD,85008,Closed,SIESTA PARK,1958,3,1.75,1385
562,450000,1059 E INDIANOLA AVE,85014,Closed,WEST IDLEWILDE,1943,3,1,1094
563,700000,7324 N 14TH ST,85020,Closed,PALO VERDE MANOR,1944,3,2,1246
564,355000,5041 S 37TH DR,85041,Closed,"INDEPENDENCE PARK 6 LOTS 140-156, 158-182",1960,3,2,1152
565,745000,6637 E OAK ST,85257,Closed,VILLAGE GROVE 5,1958,3,2,1886
566,510000,3809 N 9TH ST,85014,Closed,STACY TRACT,1940,2,2,1001
567,850000,8209 E CAMBRIDGE AVE,85257,Closed,VILLAGE GROVE 7,1959,3,2,2274
568,469900,5643 W MOUNTAIN VIEW RD,85302,Closed,BRAEMAR ESTATES 2,1972,3,2,1413
569,950000,6806 N 7TH ST,85014,Closed,FLYN GROVES,2006,4,3,2459
570,480000,1826 N 24TH WAY,85008,Closed,unk,1982,4,3,1634
571,315000,2611 W LUKE AVE,85017,Closed,BERKELEY SQUARE,1948,5,1,1701
572,367500,3224 W MERCER LN,85029,Closed,Patio Hermosa,1972,3,2,1543
573,570000,4015 E CROCUS DR,85032,Closed,PARADISE VALLEY OASIS NO 8,1975,3,2,1280
574,410000,6629 W CHERYL DR,85302,Closed,CHAPARRAL RANCH PATIO HOMES,1986,3,2,1365
575,240000,3205 W TAYLOR ST,85009,Closed,TERRA DEL SOL,1948,3,1,1203
576,830000,4328 E CHEERY LYNN RD,85018,Closed,LEROY VISTA,1952,3,3,2684
577,500000,23 W 9TH ST,85281,Closed,"GAGE ADD 22, 27",1950,3,1,1113
578,605000,1001 E GRISWOLD RD 16,85020,Closed,POINT LOMA LOT 1-38 TR A-C,1990,3,2.5,2093
579,590000,10011 N 57TH DR,85302,Closed,MARBRISA RANCH,1994,4,2,2051
580,420000,1910 E ALMERIA RD,85006,Closed,McDowell Manors Annex,1951,3,2,1550
581,720000,525 W WILLOW AVE,85029,Closed,HERITAGE HIGHLANDS,1978,4,2,2594
582,485000,13214 N 42ND ST,85032,Closed,PARADISE VALLEY OASIS NO. 9,1976,4,2,1152
583,700000,7707 E 3RD ST E,85251,Closed,PEACEFUL VALLEY,1957,3,2,1728
584,327500,3337 W THOMAS RD,85017,Closed,AMERICAN HOMES,1955,3,1.75,1012
585,340000,8511 W INDIANOLA AVE,85037,Closed,ARIZONA HOMES NO. 2,1972,5,2,1630
586,380000,4031 W EL CAMINO DR,85051,Closed,STARDUST SKIES UNIT 5,1965,3,2,1480
587,899900,1320 E Sierra Vista DR,85014,Closed,5 North,2022,3,2.5,2708
588,385000,2529 E WOOD ST,85040,Closed,NORTH BROADWAY ESTATES 1 LOTS 141-159,2006,3,2,1290
589,415000,6445 W SELLS DR,85033,Closed,MARYVALE TERRACE 27 LOTS 10983-10985,1961,4,2,1816
590,400000,8618 N 51ST DR,85302,Closed,WINDSOR SQUARE ESTATES,1985,3,2,1283
591,360000,6752 N 65TH AVE,85301,Closed,WESTDALE ESTATES UNIT 1,1971,3,2,1503
592,403500,6425 W College DR,85033,Closed,PARKSIDE,1973,4,2,2100
593,460000,5581 N 78TH DR,85303,Closed,MONTEBELLO ESTATES,2000,4,2,1866
594,355240,3925 W MISSION LN,85051,Closed,NEWCASTLE VILLAGE UNIT 4,1970,3,2,1545
595,575000,3233 W PLEASANT LN,85041,Closed,Southern Views,2005,5,3.5,3770
596,412000,3325 W BELMONT AVE,85051,Closed,SANDS WEST 1,1960,3,2,1632
597,400000,7515 W ELM ST,85033,Closed,PONDEROSA HOMES WEST UNIT TWO,1978,3,2,1765
598,535000,6915 S 25TH DR,85041,Closed,AUGUST SUN COUNTRY ESTATES,2004,4,3,2557
599,465000,2140 W WELDON AVE,85015,Closed,WESTWOOD ESTATES,1950,3,1.75,1120
600,785000,1146 W CULVER ST,85007,Closed,F Q STORY ADDITION PLAT D,1931,3,2,1412
601,715000,3436 E Fairmount AVE,85018,Closed,Tierra Villa #1,1972,3,2,1951
602,402500,3126 W CITRUS WAY,85017,Closed,WEST PLAZA 6 LOT 614-787,1958,4,2,1674
603,495000,2016 E KAREN DR,85022,Closed,LOOKOUT MOUNTAIN VIEWS 1,1978,3,2,1825
604,410000,4049 N 81ST AVE,85033,Closed,MARYVALE TERRACE 29 LOTS 1-211,1961,4,2,1554
605,480000,15233 N 23RD DR,85023,Closed,CANYON CREEK DEER VALLEY UNIT 1,1974,3,2,1859
606,445000,13417 N 16TH AVE,85029,Closed,MOON VALLEY GARDENS 3,1970,3,1.75,1536
607,340000,7234 N 33RD AVE,85051,Closed,"NORTHVIEW ACRES 2 31-50, 71-90, 122-156",1974,3,2,1686
608,405000,2418 W TURNEY AVE,85015,Closed,FRUITLAND ACRES,2022,3,2,1425
609,355500,4835 N 34TH DR,85017,Closed,NORTHWEST VILLAGE 6,1955,3,2,1713
610,315000,2434 W HADLEY ST,85009,Closed,I-ON-A-HOME TRACT,1948,3,2,950
611,215000,2132 W GARDENIA DR,85021,Closed,NEW CASTLE HOMES 2A,1958,3,2,1226
612,372800,3409 W MANDALAY LN,85053,Closed,PATIO HOMES NORTH,1970,3,1.75,1128
613,575000,16236 N 10TH AVE,85023,Closed,MOONLIGHT COVE 3,1994,3,2,2095
614,500000,13652 N 21ST AVE,85029,Closed,MOON VALLEY GARDENS PLAT B,1970,3,2,1942
615,870000,8375 W LUKE AVE,85305,Closed,MISSOURI RANCH,2003,6,5,4058
616,402000,5117 S 11TH ST,85040,Closed,ROMLEY ESTATES,2018,3,2,1124
617,682000,2041 E YALE ST,85006,Closed,"AVALON ANNEX BLKS 9, 10",2018,4,3,2126
618,335000,4301 N 47TH DR,85031,Closed,MARYVALE TERRACE 2A LOTS 296-477,1954,3,2,1379
619,660000,1413 E WINDSOR AVE,85006,Closed,FUTERER PLACE,1973,3,2,1734
620,415000,11915 N 67TH DR,85345,Closed,AUTUMN POINT BY SHEA HOMES LOT 1-90 TR A,1992,3,2,1554
621,569500,1041 W 18th ST,85281,Closed,PARKSIDE MANOR 3,1959,4,2,1808
622,340000,901 W Paseo WAY,85041,Closed,ESTES PARK 1 AMD,1959,3,1,1196
623,420000,11418 N 57TH DR,85304,Closed,WARRANTEED WEST,1978,3,2,1534
624,615000,11617 N 37TH PL,85028,Closed,CAVALIER ESTATES 6,1970,3,2,1818
625,775000,2048 N 39TH ST,85008,Closed,PAPAGO VISTA AMD,1952,6,3,2602
626,533000,2919 W GLASS LN,85041,Closed,LAVEEN VILLAGE AMD,2004,4,3.5,3763
627,385706,3324 W Citrus WAY,85017,Closed,CONTINENTAL MEADOWS MARK 1,1961,4,2,1814
628,342500,4850 W WINDSOR AVE,85035,Closed,WEDGEWOOD PARK,1963,3,2,1126
629,449900,3243 E NISBET RD,85032,Closed,"PARADISE VALLEY MANOR LOTS 1-15, 36-91",1962,4,2,1372
630,359000,13830 N 34TH AVE,85053,Closed,DEERVIEW UNIT 3,1969,4,2,1818
631,360000,6739 N 32ND AVE,85017,Closed,CAVALIER GLEN,1954,3,2,1476
632,418500,2217 W DANBURY RD,85023,Closed,NATIONAL EMBLEM PARK,1972,4,2,1593
633,369000,4525 N 35TH DR,85019,Closed,PARK WEST 1,1958,4,2,1648
634,410000,6338 W SELLS DR,85033,Closed,MARYVALE TERRACE 27 LOTS 10983-10985,1961,4,2,1913
635,405000,10809 N 72ND DR,85345,Closed,OAKRIDGE TRAILS AMENDED,1981,3,2,1249
636,385000,4016 N 47TH LN,85031,Closed,MARYVALE TERRACE 10F,1956,4,2,1353
637,300000,3930 W LAS PALMARITAS DR,85051,Closed,STARDUST SKIES UNIT 5,1966,2,1.75,1102
638,350000,7309 W DEVONSHIRE AVE,85033,Closed,ELLEN TERRACE,1971,3,1.5,956
639,445000,3559 W HEARN RD,85053,Closed,DEERVIEW UNIT 7,1971,4,2,2014
640,370000,3601 W RANCHO DR,85019,Closed,LISTEL VISTA,1955,3,2,1138
641,402950,8430 S 9 th ST,85042,Closed,Crestlea,1999,3,2,1296
642,265000,5901 W ELM ST,85033,Closed,MARYVALE TERRACE NO. 25 AMD REPLAT A,1971,3,2,1317
643,295000,5909 W ELM ST,85033,Closed,MARYVALE TERRACE NO. 25 AMD REPLAT A,1971,4,2,2038
644,505000,2219 E JANICE WAY,85022,Closed,GREENWAY ESTATES NO. 2,1970,3,2,1442
645,415545,2545 N DAYTON ST,85006,Closed,FOWLER TRACT LOTS 1-96,1935,3,1,902
646,318000,9227 N 13TH ST,85020,Closed,HILLIER HTS,1954,3,1,1112
647,374000,8514 W HIGHLAND AVE,85037,Closed,HORIZONS ON CAMELBACK UNIT 2,1995,3,2,1098
648,402000,2223 W SURREY AVE,85029,Closed,MOON VALLEY GARDENS LOTS 377-392 & TR A,1966,3,2,1472
649,442600,2201 W CARTER RD,85041,Closed,MOUNTAIN VISTA,2003,4,2,1743
650,360000,2221 E BEVERLY LN,85022,Closed,PARADISE ESTATES,1960,3,2,1567
651,375000,3305 N 84TH DR,85037,Closed,BOLERO COURT,1999,4,2,1518
652,375000,5326 W PURDUE AVE,85302,Closed,PASEO PLACE REAMENDED,1979,3,1.75,1513
653,540000,7308 E MAVERICK RD,85258,Closed,SANTO TOMAS SCOTTSDALE 3,1979,3,2,2080
654,1000000,521 W CAMBRIDGE AVE,85003,Closed,LOMA VISTA,1942,4,3,1742
655,325000,3026 W VILLA ST,85009,Closed,WILLOW SQUARE,1952,4,1.75,1488
656,320000,15622 N 21ST ST,85022,Closed,NORTHTOWN UNIT 3-B,1974,2,1.75,1216
657,640000,7520 E PAPAGO DR,85257,Closed,"NEW PAPAGO PARKWAY 11 LOTS 588-607, 614-628&TR C",1960,4,3,2021
658,625000,4428 E JOAN DE ARC AVE,85032,Closed,ROADRUNNER ESTATES EAST UNIT 4,1978,3,2,1917
659,680000,3866 E CLARENDON AVE,85018,Closed,SUNCREST MANOR LOT 33-45,1954,4,2,1396
660,550000,4735 N 24TH ST,85016,Closed,CAVALIER CAMPUS,1954,3,1.75,1596
661,550000,4729 N 24TH ST,85016,Closed,CAVALIER CAMPUS 2,1954,3,1.75,1531
662,275000,1515 W YAVAPAI ST W,85007,Closed,CHEERFUL HOMES,1941,4,2,1344
663,318000,26 W RIVERSIDE ST,85041,Closed,"CENTRAL GARDENS 14-53, 80-94",1948,4,3.5,1316
664,370000,5931 W MONTE VISTA RD,85035,Closed,MARYVALE TERRACE NO. 46 LOT 1183-1319 & TRACT A,1973,4,2,1344
665,385000,3107 W SAN MIGUEL AVE,85017,Closed,MARYVALE PARK 4 LOTS 1004-1106 TRS A & B,1954,4,2,1414
666,860000,3421 E SHANGRI LA RD,85028,Closed,DESERT PARADISE,1992,3,2.5,2500
667,500000,2219 E MONTEROSA ST,85016,Closed,MANANA VISTA DOS,1948,3,1,1260
668,315000,6205 S 11th ST,85042,Closed,MONTE VISTA GARDENS 1-35,1943,3,2,1455
669,350000,2420 N 70TH DR,85035,Closed,SKYVIEW NORTH UNIT FIVE,1973,3,2,1152
670,550000,4721 N 24TH ST,85016,Closed,CAVALIER CAMPUS 2,1954,3,1.75,1170
671,375000,2802 N 48TH LN,85035,Closed,WEDGEWOOD PARK,1962,5,2,1579
672,755000,4977 E ACOMA DR,85254,Closed,GREENBRIER EAST UNIT 4,1978,3,2,1817
673,535000,14023 N 13 ST,85022,Closed,FAIRWAY AT THE POINTE,1994,3,2,1759
674,795000,319 E FILLMORE ST,85281,Closed,PAPAGO MANOR SUBDIVISION,1961,4,3,1585
675,525000,715 E AIRE LIBRE AVE,85022,Closed,GREENTRAILS,1983,3,2,1743
676,371500,2717 W MCKINLEY ST,85009,Closed,NORTH WILLOW,1946,3,2,1662
677,430000,3206 W SUNNYSIDE AVE,85029,Closed,CAVALIER FREEWAY NORTH,1968,4,1.75,1875
678,305000,1432 E CULVER ST,85006,Closed,KENWOOD TRACTS A & B,1936,3,1,1176
679,440000,5814 S 54TH LN,85339,Closed,RIVER WALK VILLAGES PHASE 1,2004,3,2,1564
680,325000,3236 W ACAPULCO LN,85053,Closed,PATIO HOMES NORTH 2,1972,3,1,1160
681,414000,7213 W HILTON AVE,85043,Closed,VALLE ELDORADO,2000,3,2,1392
682,380000,832 S 31ST AVE,85009,Closed,BEG AT PT ON E LI SE4 SW4 774' N OF SE COR W 133' N 100' E 133' S 100' TO BEG EX E 33F & EX S 50F,2006,3,2,1448
683,458000,7135 W Solano DR S,85303,Closed,BETHANY RANCH,2019,3,2,1895
684,698000,6931 E ALMERIA RD,85257,Closed,REDLANDS,1958,3,2,1691
685,480000,14001 N 35TH DR,85053,Closed,DEERVIEW UNIT 7,1971,3,2,1850
686,530000,10034 N 50TH AVE,85302,Closed,GREENBRIER UNIT 4,1976,4,1.75,1904
687,544000,17421 N 6TH ST,85022,Closed,DESERT BELL ESTATES,1979,3,2,2613
688,495000,1001 W 19TH ST,85281,Closed,PARKSIDE MANOR 2,1959,3,2,1530
689,935000,221 W SWEETWATER AVE,85029,Closed,HERITAGE HIGHLANDS 2,1980,4,2,2581
690,370000,6510 W ORANGE DR,85301,Closed,MARYVALE TERRACE 20 LOTS 6944-6948,1960,4,3,2751
691,525000,414 E BETH DR,85042,Closed,SUMMIT AT SOUTH MOUNTAIN,2004,4,2.5,2887
692,505000,110 W KINGS AVE,85023,Closed,MOONLIGHT COVE UNIT 5,1995,3,2,1720
693,295000,1336 N 38 DR,85009,Closed,Franmar Manor,1960,3,2,1663
694,550000,2424 W REDFIELD RD,85023,Closed,THUNDERBIRD VALLEY UNIT 1,1979,4,3,2344
695,421000,2018 W Myrtle AVE,85021,Closed,Westwood Heights Unit 2,1960,3,1.75,1363
696,525000,906 W Danbury DR,85023,Closed,DEER VALLEY ESTATES,1978,4,3,2080
697,610000,2131 E PHELPS RD,85022,Closed,PARADISE 21 NORTH,2016,3,2,1581
698,420000,2252 W PECAN RD,85041,Closed,PARK PHOENIX 3,1973,5,2,1897
699,340000,4270 W TOWNLEY AVE,85051,Closed,NEWCASTLE HOMES UNIT 6,1966,3,2,1622
700,473000,7347 W KEIM DR,85303,Closed,BETHANY HERMOSA PARK UNIT 2,1978,4,2,2126
701,400000,7948 W HEATHERBRAE DR,85033,Closed,WILLOWS WEST UNIT 6,1980,4,2,1556
702,375000,6512 W MCDOWELL RD,85035,Closed,MARYVALE TERRACE 39,1971,4,2,1412
703,435000,2526 W WETHERSFIELD RD,85029,Closed,COX MEADOWS 3 LOT 228-293 & TR B,1962,4,2,1526
704,415000,7629 W COLLEGE DR,85033,Closed,PONDEROSA HOMES WEST UNIT ONE,1975,4,2,1508
705,435000,6225 S 15TH DR,85041,Closed,SOUTHGATE,2003,4,3,2349
706,472000,2643 E HARTFORD AVE,85032,Closed,BELCANTO,2003,4,2,1610
707,640000,7933 E CULVER ST,85257,Closed,MCDOWELL PARKWAY,1958,3,2,1362
708,525000,4125 E CAPTAIN DREYFUS AVE,85032,Closed,PARADISE VALLEY OASIS NO. 9,1976,3,3,1796
709,438000,3128 W DAILEY ST,85053,Closed,COX MEADOWS 4,1964,3,2,1755
710,825000,1149 E GRANDVIEW RD,85022,Closed,MOON VALLEY CANYON,1990,5,3,3122
711,960000,1327 E LE MARCHE AVE,85022,Closed,MOON VALLEY CANYON LOT 1-119 TR A-I,1987,4,4,3695
712,427000,4637 W NORTHVIEW AVE,85301,Closed,PALM LANE VILLAGE,1974,3,2,1622
713,475000,3030 W Burgess LN,85041,Closed,Laveen Village III,2014,3,3,2357
714,345000,4437 S 8TH PL S,85040,Closed,BROADWAY PARK,1946,3,1,1167
715,480000,731 W SIESTA WAY,85041,Closed,DOBBINS CROSSING PHASE 1,2001,4,2.5,2885
716,765000,2343 E CHOLLA ST,85028,Closed,DESERT VISTA 6,1979,3,2,1926
717,320000,3302 W ASTER DR,85029,Closed,"WESTOWN 5 LOT 925-928, 943, 957-975 TR A & B",1960,3,1.75,1092
718,410000,6260 N 70TH LN,85303,Closed,Cortina,2001,3,2,1505
719,874000,1321 E MARCONI AVE,85022,Closed,MOON VALLEY CANYON LOT 1-119 TR A-I,1989,4,2.5,2479
720,377000,1826 N 73RD AVE,85035,Closed,MARYVALE TERRACE 47,1974,4,2,1344
721,510000,6601 S 18TH DR,85041,Closed,Vineyard Park,2002,5,3,2323
722,645000,2221 E MARMORA ST,85022,Closed,CACTUS GARDENS LOT 26-86,1962,3,2.5,2220
723,705000,3628 E WELDON AVE,85018,Closed,"SUNCREST ESTATES 2 LOT 90-140, 70-77",1953,3,2,1852
724,345000,3726 W ROVEY AVE,85019,Closed,WEST PLAZA 10 LOT 1522-1701,1959,3,2,1290
725,370000,5644 W WILSHIRE DR,85035,Closed,HOMESTEAD TERRACE UNIT 6,1970,3,2,1792
726,925000,7807 S 31ST TER,85042,Closed,32ND STREET AND BASELINE,2007,4,3,2858
727,412000,4559 W DAILEY ST,85306,Closed,K-LAND ESTATES,1998,3,2,1779
728,335000,2014 N 51ST DR,85035,Closed,WEDGEWOOD PARK 9,1972,3,2,1783
729,415000,3933 W BARNES LN,85051,Closed,NEWCASTLE VILLAGE UNIT 5,1971,3,2,1390
730,380000,10216 N 65TH LN,85302,Closed,CHAPARRAL RANCH PATIO HOMES,1985,3,2,1190
731,431000,6010 W SHANGRI LA RD,85304,Closed,OAKHOLLOW LOTS 1-209 & TR A,1987,3,2,1353
732,440000,5055 N 71ST DR,85303,Closed,WEST CAMELBACK VILLAGE 3,1978,6,3,2169
733,455000,3151 W Fremont RD,85041,Closed,Laveen Village,2003,4,2.5,2039
734,360000,1701 E BURGESS LN,85042,Closed,SOUTHERN MANOR UNIT 1,1954,3,2,1420
735,630000,1514 W MITCHELL DR W,85015,Closed,WESTWOOD TERRACE AMD,1952,3,2,1719
736,403000,4008 E SAINT CATHERINE AVE,85042,Closed,UNIVERSITY MEADOWS UNIT 1,1972,4,3,1621
737,275000,4246 N 30TH DR,85017,Closed,MISSION MANOR RESUB 35-58,1951,3,1.5,1327
738,435000,4221 W MONTEBELLO AVE,85019,Closed,WEST PLAZA 24,1969,4,2,1680
739,493000,405 E BETH DR,85042,Closed,SUMMIT AT SOUTH MOUNTAIN,2004,4,2,2165
740,495000,2329 W MELODY DR,85041,Closed,SILVA MOUNTAIN UNIT 1,2010,4,3.5,2306
741,210000,1615 W Yuma ST,85007,Closed,None,1946,1,1,582
742,419000,1939 E ENCINAS LN,85040,Closed,SELLERS PLACE,2020,4,2,2035
743,630000,1403 W LUKE AVE,85013,Closed,HANDELL VILLA,1950,3,2,1302
744,425000,17229 N 8TH AVE,85023,Closed,DEER VALLEY ESTATES UNIT 3 LOTS 1 THROUGH 201,1977,3,2,1370
745,405000,5237 W SUNNYSIDE DR,85304,Closed,PARKVIEW WEST UNIT 2,1978,3,2,1023
746,380100,5843 W HEATHERBRAE DR,85031,Closed,MARYVALE TERRACE 13A LOTS 2645-2758 & TR A,1957,3,2,1871
747,490000,7419 S 45TH AVE,85339,Closed,ROGERS RANCH UNIT 4,2005,4,2,2282
748,452000,9425 N 63RD DR,85302,Closed,BRAEMAR GLEN,1979,4,2,1541
749,340000,6628 N 28TH DR,85017,Closed,"OCOTILLO PARK LOTS 1-4, 48-74",1961,3,1.75,1261
750,460000,4650 W SUNNYSIDE AVE,85304,Closed,CONTINENTAL NORTH UNIT 7,1971,3,2,1819
751,355000,2639 N 63RD AVE,85035,Closed,MARYVALE TERRACE NO 55,1978,4,1,1148
752,369000,2361 W WALTANN LN,85023,Closed,PONDEROSA HOMES NORTH UNIT 2,1974,3,2,1170
753,462000,7258 W STATE AVE,85303,Closed,PARADISE VIEWS,2003,4,2.5,2458
754,358000,3730 W CACTUS WREN DR,85051,Closed,COX PARK UNIT 2,1960,3,2,1252
755,458000,6502 S 4TH ST,85042,Closed,ALTA VISTA,2019,4,2,1800
756,350000,2212 N 52ND DR,85035,Closed,WEDGEWOOD PARK 9,1972,4,3,1495
757,586900,15056 N 22ND ST,85022,Closed,CLEARVIEW 8,1985,4,2,1755
758,495000,13840 N 34TH ST,85032,Closed,PARADISE VALLEY OASIS NO. 2-A WEST,1969,4,3,1374
759,345500,2620 N 72ND DR,85035,Closed,SKYVIEW NORTH UNIT 4,1973,3,2,1221
760,450000,1042 W 12TH PL,85281,Closed,PARKWAY MANOR UNIT 4,1963,3,2,1130
761,305000,1617 W COLTER ST 9,85015,Closed,TRELLIS AT COLTER,2020,2,2.5,1254
762,445000,6143 W Navajo DR,85302,Closed,Executive Palms,1999,3,2,1532
763,425000,4101 W SAN MIGUEL AVE,85019,Closed,WEST PLAZA 21,1968,3,2,1610
764,750000,74 W CULVER ST,85003,Closed,BLOUNT ADDITION,1936,3,2.75,1878
765,450000,7439 W Reade AVE,85303,Closed,WINN ESTATES MCR 205/30 LOT 17 EX S 15F,1998,3,2,1609
766,460000,5607 W WINNWOOD AVE,85304,Closed,WINNWOOD ESTATES UNIT 1,1982,3,2,1831
767,400000,15819 N 4TH DR,85023,Closed,TAMARAC AT MOON VALLEY,1986,2,2,1324
768,320000,6929 W PALM LN,85035,Closed,MARYVALE TERRACE NO. 41,1977,2,1,840
769,432000,516 E SAINT KATERI LN,85042,Closed,HERITAGE AT ALTA VISTA AMD,2004,3,2,1718
770,550000,10902 N 57TH AVE,85304,Closed,NORTH PLACE LOT 1-109 TR A-B,1989,4,3,2892
771,445000,4201 W BARBARA AVE,85051,Closed,MANZANITA MANOR,1976,4,2,2064
772,350000,5939 W CHEERY LYNN DR W,85033,Closed,"MARYVALE TERRACE 24 9306-9390, TR A",1960,3,2,1682
773,390000,5238 W ENCANTO BLVD,85035,Closed,HOMESTEAD TERRACE UNIT 3 VARIOUS LOTS REPLAT,1968,3,2,1546
774,425000,3233 E VIRGINIA AVE,85008,Closed,"LAWNDALE BLKS 1, 3",1952,3,2,1228
775,405000,5210 W LAS PALMARITAS DR,85302,Closed,NORTHERN PALMS 4,1978,3,2,1541
776,310000,4645 N 71ST AVE,85033,Closed,MARYVALE TERRACE 26 AMD LOTS 10369-10434 & TR A,1960,3,1.5,1215
777,620000,1202 W CAMPBELL AVE,85013,Closed,PARK VIEW HOMES PLAT 2 LOTS 88-273,1952,4,2.5,1641
778,477000,6804 S 45TH GLN,85339,Closed,ROGERS RANCH UNIT 3,2006,4,2.5,2464
779,450000,811 W PICCADILLY RD W,85013,Closed,NORTH PARK CENTRAL UNIT 3,1952,3,1,1185
780,475000,2501 E Amelia AVE,85016,Closed,Earl Heights,1947,2,1,1280
781,479000,938 W Portland ST,85007,Closed,STORY ADDITION PLAT A,1942,3,1,1330
782,407000,4411 W CAVALIER DR,85301,Closed,WEST PLAZA 14A LOT 205-213 & TR B,1962,4,2,1560
783,469300,5729 N 71ST DR,85303,Closed,BETHANY RANCH,2019,3,2,1895
784,525000,3004 N 22ND ST,85016,Closed,"OLIVE MANORS LOTS 28-50, 79-88",1952,3,2,1053
785,421600,1141 E DIANA AVE,85020,Closed,NEW NORTHTOWN,1958,3,2,1092
786,635000,325 W CAMPO BELLO DR,85023,Closed,BELLVUE,1996,3,2,2210
787,740000,2802 E CAMPBELL AVE,85016,Closed,ST THOMAS PARK LTS 13-18,1959,3,1.75,1648
788,550000,2943 E LAUREL LN,85028,Closed,IRONWOOD EAST 2,1976,3,2.5,1900
789,687000,21 W BERYL AVE,85021,Closed,MOUNT CENTRAL PLACE LT 1-81 TR A-L N & M C PARK,1986,3,2,1788
790,461000,4724 W SHANGRI LA RD,85304,Closed,VILLA CONTESSA,1974,3,2,1616
791,445000,3202 W BELMONT AVE,85051,Closed,SANDS WEST UNIT 3,1964,3,2,1702
792,465000,15032 N 25TH PL,85032,Closed,PARADISE PLAZA SUB 2,1966,3,2,1360
793,403000,5346 W JESSICA LN,85339,Closed,RIVER WALK VILLAGES PHASE 1,2003,3,2,1315
794,282000,4521 W CLARENDON AVE,85031,Closed,SIESTA VILLAGE 2,1955,4,2,1636
795,400000,3118 W MISSOURI AVE,85017,Closed,MARYVALE PARK 4 LOTS 1004-1106 TRS A & B,1954,4,2.5,1414
796,880000,11430 N 43RD ST,85028,Closed,VILLAGE FAIRWAYS,1984,4,2.5,2605
797,375000,5314 N 19TH DR,85015,Closed,MISSOURI PARKWAY,1952,3,1,1053
798,885000,3024 E ROMA AVE,85016,Closed,VALENCIA GARDENS,1952,3,2,1428
799,1125000,4540 N 34TH PL N,85018,Closed,PREMIERE HEIGHTS,1971,3,2,1860
800,360000,2126 E GRETTA PL,85022,Closed,NORTHTOWN UNIT 3-B,1973,2,2,1214
801,459500,17426 N 1st DR N,85023,Closed,Bellvue,1994,3,2,1312
802,380000,734 E FREMONT RD,85042,Closed,ANN LEE ESTATES,1961,3,2,1342
803,315000,2943 W HIGHLAND AVE,85017,Closed,NORTHWEST VILLAGE 2,1953,3,2,1424
804,320000,2942 W MISSOURI AVE,85017,Closed,"MARYVALE PARK 2 AMD LOTS 243-415, & TR C",1952,3,1.75,1257
805,350000,831 N 61ST DR,85043,Closed,CENTURA WEST 2,1982,3,1,1080
806,475000,6019 S 21ST DR,85041,Closed,VILLAGES AT SPENCER PLACE,2003,4,2,1684
807,428000,5821 S 53RD GLN,85339,Closed,RIVER WALK VILLAGES PHASE 1,2004,4,2,1564
808,400000,3641 W ALICE AVE,85051,Closed,SUNSET GARDENS,1960,4,3,2265
809,430000,7405 W EVA ST,85345,Closed,WESTFIELD GARDENS 3,1996,3,2.5,1918
810,350000,2818 W MINNEZONA AVE,85017,Closed,NORTHWEST VILLAGE 1,1954,4,2,1491
811,905000,4145 N 34TH PL,85018,Closed,PALMS PARKWAY 1,1953,4,2,1630
812,893000,7733 N 4TH AVE,85021,Closed,ORANGEWOOD LOTS 11-15 BLOCK 2,1965,5,3,2481
813,420000,3048 W ACOMA DR,85053,Closed,KNOELL ROYAL OAKS UNIT 6,1977,3,2,1652
814,317000,1428 E CARTER RD,85042,Closed,SOUTH POINT,1987,3,2,1144
815,365000,4631 W MARSHALL AVE,85301,Closed,BETHANY HEIGHTS 3,1973,3,2,1424
816,769000,8202 E ARLINGTON RD,85250,Closed,PARK SCOTTSDALE 12,1970,3,2,1839
817,420000,12820 N 24TH ST,85032,Closed,"CACTUS BLK 6, 7, 8",1951,4,2,1726
